policy_id,fraud
681822,0.20977911
301288,0.5268377
212001,0.26140493
797680,0.20617945
789334,0.20977911
275166,0.20617945
753093,0.26140493
464667,0.26140493
663141,0.20617945
248351,0.20617945
778894,0.20617945
644825,0.20617945
770514,0.5131058
484325,0.20617945
925974,0.20617945
152491,0.59488225
511885,0.20617945
782820,0.20617945
389475,0.6651913
686772,0.20617945
940840,0.26140493
621475,0.20617945
208514,0.60033715
928992,0.20617945
401273,0.20617945
926123,0.530117
430800,0.20617945
823727,0.20617945
217473,0.774234
205749,0.20617945
512081,0.48776007
961804,0.20617945
839604,0.5039612
610885,0.20617945
112834,0.20617945
426251,0.20617945
202252,0.49161434
616367,0.26140493
770951,0.26140493
291826,0.20617945
133119,0.52151185
127997,0.20617945
637024,0.26564613
462878,0.20617945
327212,0.20617945
411477,0.20617945
162576,0.20617945
140990,0.26140493
148183,0.52151185
636682,0.20617945
654998,0.20617945
388619,0.20617945
250047,0.26140493
293050,0.43313667
492128,0.6312733
500255,0.26140493
179293,0.20617945
466711,0.599282
344847,0.20617945
666233,0.47022504
775687,0.20617945
591378,0.20617945
220783,0.26140493
289448,0.506937
605127,0.20617945
439694,0.20617945
441937,0.6404514
782283,0.5734717
678710,0.20617945
609317,0.26140493
728836,0.20617945
957002,0.20617945
684323,0.43373674
391330,0.71071124
985533,0.20617945
333029,0.20617945
968702,0.20617945
654142,0.20617945
707117,0.48330528
780020,0.20617945
661375,0.20617945
156253,0.26140493
606310,0.5315146
381244,0.26140493
921868,0.20617945
664606,0.20617945
841122,0.26140493
259695,0.20617945
807162,0.26140493
155724,0.47022504
682848,0.26140493
511789,0.49915087
378599,0.6159863
897134,0.20617945
796642,0.20617945
543155,0.20617945
231021,0.20617945
902777,0.26140493
233983,0.5153996
1017754,0.20617945
754547,0.20617945
925210,0.55811197
168764,0.26140493
856942,0.20617945
682012,0.20617945
299311,0.76914
647869,0.4100775
533140,0.3835739
649079,0.20617945
422274,0.20617945
929971,0.26140493
520537,0.20617945
776572,0.26140493
222510,0.20617945
172749,0.20617945
738704,0.49938908
477761,0.6611012
161790,0.20617945
863960,0.39604566
313286,0.26140493
541979,0.26564613
556332,0.20617945
179713,0.47022504
645921,0.687611
849384,0.26140493
614512,0.48863944
807157,0.20617945
877608,0.20617945
594059,0.7026602
895903,0.20617945
698071,0.20617945
413489,0.4515413
171987,0.20617945
966581,0.20617945
841397,0.20617945
217809,0.20617945
554565,0.20617945
534103,0.47022504
716202,0.5079839
447728,0.20617945
675298,0.20617945
111626,0.20617945
645695,0.44147035
223240,0.26140493
578621,0.6187983
345467,0.5589758
279404,0.20977911
287471,0.26140493
730486,0.26564613
571165,0.20617945
576836,0.26564613
764272,0.602716
445527,0.5487354
900497,0.5119887
564461,0.20617945
506524,0.20617945
903330,0.599282
597895,0.20617945
536923,0.20977911
149034,0.20617945
148435,0.52887785
939743,0.20617945
477621,0.52471936
444707,0.6428199
966152,0.65145725
663539,0.5252153
603174,0.20617945
156546,0.26140493
658586,0.5320803
250832,0.26564613
412094,0.20617945
965632,0.20617945
296010,0.6170097
821594,0.5038436
320404,0.20617945
467978,0.49068502
842518,0.20617945
780286,0.20617945
415298,0.20617945
342144,0.20617945
395587,0.26140493
431471,0.26140493
273703,0.20617945
346072,0.20617945
577233,0.20617945
367987,0.56207067
480869,0.20617945
232367,0.52887785
181642,0.20617945
185870,0.20617945
492891,0.26140493
339043,0.20617945
788031,0.20617945
908334,0.6241458
247446,0.63262033
487169,0.26140493
916113,0.26140493
973109,0.20617945
374580,0.26140493
377829,0.6015754
973873,0.26140493
400899,0.26140493
183643,0.6760952
316802,0.20617945
282972,0.26140493
913765,0.20617945
693457,0.20977911
980023,0.26140493
846995,0.26140493
688362,0.20617945
250951,0.26140493
882850,0.20617945
838173,0.20617945
480884,0.20617945
788520,0.3835739
206851,0.20617945
434086,0.52443594
284278,0.20617945
477670,0.20617945
857489,0.42030978
346339,0.20617945
243912,0.20617945
109865,0.20617945
628167,0.20617945
536920,0.26140493
912686,0.39604566
901268,0.26140493
424208,0.26140493
261905,0.774234
563720,0.20617945
360692,0.20617945
206541,0.20617945
468086,0.20617945
392780,0.26140493
176442,0.517064
388910,0.7023822
687698,0.20617945
463863,0.20977911
479010,0.20617945
166116,0.20617945
949955,0.62121844
180644,0.20617945
135236,0.26140493
754567,0.20617945
430975,0.20617945
841315,0.4687826
639847,0.26140493
866870,0.20617945
804517,0.26140493
274001,0.20977911
482029,0.59647286
431478,0.5038436
276348,0.5560391
546758,0.26140493
693415,0.20617945
235652,0.26140493
529472,0.4305112
676552,0.20617945
437582,0.774234
831513,0.20617945
493446,0.599282
593332,0.26140493
428847,0.45974135
758626,0.20617945
942162,0.20617945
830611,0.26140493
606210,0.20617945
502360,0.20617945
438012,0.26140493
268884,0.20617945
693669,0.57493305
978322,0.20617945
404869,0.20617945
628477,0.4747166
225347,0.50913054
457928,0.26140493
1023865,0.20617945
351416,0.26140493
441909,0.66230017
117633,0.20617945
887070,0.20617945
299199,0.20617945
174690,0.26140493
815400,0.6089753
265475,0.42030978
665842,0.26140493
889820,0.46875212
353959,0.20617945
811880,0.49981183
573188,0.62426174
870334,0.20617945
500418,0.5084151
186478,0.6089753
150112,0.26140493
936492,0.55756396
663065,0.20617945
283767,0.20617945
325099,0.20617945
465673,0.20617945
913900,0.20617945
