policy_id,fraud
681822,0.22436507
301288,0.4415676
212001,0.20534605
797680,0.22387785
789334,0.22387785
275166,0.22436507
753093,0.20534605
464667,0.20534605
663141,0.20534605
248351,0.22724713
778894,0.22855225
644825,0.22387785
770514,0.6433095
484325,0.22387785
925974,0.22387785
152491,0.5307702
511885,0.22436507
782820,0.22436507
389475,0.74010694
686772,0.22387785
940840,0.22436507
621475,0.20534605
208514,0.6273746
928992,0.22387785
401273,0.20534605
926123,0.50608975
430800,0.22436507
823727,0.22387785
217473,0.74010694
205749,0.2097381
512081,0.46935883
961804,0.2251412
839604,0.57954115
610885,0.24217796
112834,0.22436507
426251,0.22387785
202252,0.54465455
616367,0.20653266
770951,0.20534605
291826,0.22387785
133119,0.50698495
127997,0.20534605
637024,0.20534605
462878,0.22387785
327212,0.20534605
411477,0.22436507
162576,0.22436507
140990,0.20534605
148183,0.4721702
636682,0.20534605
654998,0.22436507
388619,0.22855225
250047,0.20534605
293050,0.4748974
492128,0.62147045
500255,0.20534605
179293,0.22855225
466711,0.58187604
344847,0.22855225
666233,0.45980313
775687,0.22436507
591378,0.20534605
220783,0.20534605
289448,0.6304509
605127,0.20534605
439694,0.20534605
441937,0.74010694
782283,0.50698495
678710,0.22436507
609317,0.22436507
728836,0.22387785
957002,0.20534605
684323,0.622734
391330,0.74010694
985533,0.20534605
333029,0.20534605
968702,0.20534605
654142,0.22387785
707117,0.47741318
780020,0.22436507
661375,0.22436507
156253,0.22436507
606310,0.5092681
381244,0.22436507
921868,0.22436507
664606,0.23648134
841122,0.20534605
259695,0.22436507
807162,0.20534605
155724,0.522769
682848,0.22436507
511789,0.556704
378599,0.6222115
897134,0.22387785
796642,0.20534605
543155,0.2097381
231021,0.22387785
902777,0.22175355
233983,0.5023358
1017754,0.2225658
754547,0.2097381
925210,0.6764424
168764,0.20653266
856942,0.22436507
682012,0.20534605
299311,0.74010694
647869,0.47254294
533140,0.5378223
649079,0.22387785
422274,0.22855225
929971,0.20534605
520537,0.20534605
776572,0.20534605
222510,0.20534605
172749,0.22387785
738704,0.543582
477761,0.74010694
161790,0.22436507
863960,0.62131345
313286,0.21719827
541979,0.20534605
556332,0.22436507
179713,0.62836456
645921,0.52730525
849384,0.20534605
614512,0.51751405
807157,0.22387785
877608,0.23648134
594059,0.74010694
895903,0.20534605
698071,0.22259173
413489,0.49084496
171987,0.22387785
966581,0.22436507
841397,0.22436507
217809,0.20534605
554565,0.22387785
534103,0.62639457
716202,0.6514672
447728,0.24217796
675298,0.22855225
111626,0.20534605
645695,0.58018106
223240,0.22175355
578621,0.4878433
345467,0.5125033
279404,0.22436507
287471,0.2097381
730486,0.20534605
571165,0.20534605
576836,0.20534605
764272,0.74010694
445527,0.49789914
900497,0.5270091
564461,0.20534605
506524,0.20534605
903330,0.6633459
597895,0.20534605
536923,0.20534605
149034,0.22436507
148435,0.6065021
939743,0.22436507
477621,0.63761437
444707,0.6051813
966152,0.59973514
663539,0.47102413
603174,0.20534605
156546,0.20534605
658586,0.61050457
250832,0.20534605
412094,0.20534605
965632,0.22387785
296010,0.5855499
821594,0.6868378
320404,0.22387785
467978,0.48978436
842518,0.20534605
780286,0.20534605
415298,0.22436507
342144,0.22387785
395587,0.20534605
431471,0.22436507
273703,0.22387785
346072,0.20534605
577233,0.22436507
367987,0.53890663
480869,0.22436507
232367,0.701657
181642,0.22387785
185870,0.22436507
492891,0.20534605
339043,0.22436507
788031,0.20534605
908334,0.4676724
247446,0.61050457
487169,0.20534605
916113,0.20534605
973109,0.20534605
374580,0.22436507
377829,0.49789914
973873,0.20534605
400899,0.22436507
183643,0.74010694
316802,0.22387785
282972,0.20534605
913765,0.22436507
693457,0.22436507
980023,0.20534605
846995,0.2097381
688362,0.22436507
250951,0.22436507
882850,0.20534605
838173,0.22387785
480884,0.20534605
788520,0.49127552
206851,0.22436507
434086,0.5572531
284278,0.20534605
477670,0.20534605
857489,0.5658248
346339,0.22436507
243912,0.22387785
109865,0.22436507
628167,0.22387785
536920,0.20534605
912686,0.5574043
901268,0.20534605
424208,0.20534605
261905,0.74010694
563720,0.22436507
360692,0.22436507
206541,0.22436507
468086,0.20534605
392780,0.20534605
176442,0.5044747
388910,0.74010694
687698,0.22436507
463863,0.20534605
479010,0.24217796
166116,0.20534605
949955,0.74010694
180644,0.22387785
135236,0.20534605
754567,0.22387785
430975,0.22436507
841315,0.62964
639847,0.20534605
866870,0.20534605
804517,0.20534605
274001,0.22436507
482029,0.5634856
431478,0.6241418
276348,0.49148414
546758,0.20534605
693415,0.20534605
235652,0.20534605
529472,0.5315968
676552,0.20534605
437582,0.74010694
831513,0.2097381
493446,0.6577583
593332,0.20534605
428847,0.57181144
758626,0.22387785
942162,0.22436507
830611,0.22436507
606210,0.22436507
502360,0.20534605
438012,0.20534605
268884,0.22387785
693669,0.5782076
978322,0.22300832
404869,0.22387785
628477,0.6094275
225347,0.51876926
457928,0.2097381
1023865,0.22436507
351416,0.20534605
441909,0.74010694
117633,0.22436507
887070,0.20534605
299199,0.2097381
174690,0.22175355
815400,0.58018106
265475,0.6133755
665842,0.20534605
889820,0.6261389
353959,0.22259173
811880,0.5222724
573188,0.74010694
870334,0.22436507
500418,0.60521865
186478,0.52056193
150112,0.20534605
936492,0.5822355
663065,0.23511775
283767,0.21719827
325099,0.20534605
465673,0.22387785
913900,0.20534605
