policy_id,fraud
681822,0.0
301288,0.0
212001,0.0
797680,0.0
789334,0.0
275166,0.0
753093,0.0
464667,0.0
663141,0.0
248351,0.0
778894,0.0
644825,0.0
770514,1.0
484325,0.0
925974,0.0
152491,1.0
511885,0.0
782820,0.0
389475,1.0
686772,0.0
940840,0.0
621475,0.0
208514,1.0
928992,0.0
401273,0.0
926123,0.0
430800,0.0
823727,0.0
217473,1.0
205749,0.0
512081,0.0
961804,0.0
839604,1.0
610885,0.0
112834,0.0
426251,0.0
202252,1.0
616367,0.0
770951,0.0
291826,0.0
133119,1.0
127997,0.0
637024,0.0
462878,0.0
327212,0.0
411477,0.0
162576,0.0
140990,0.0
148183,1.0
636682,0.0
654998,0.0
388619,0.0
250047,0.0
293050,0.0
492128,0.0
500255,0.0
179293,0.0
466711,1.0
344847,0.0
666233,1.0
775687,0.0
591378,0.0
220783,0.0
289448,1.0
605127,0.0
439694,0.0
441937,1.0
782283,1.0
678710,0.0
609317,0.0
728836,0.0
957002,0.0
684323,1.0
391330,1.0
985533,0.0
333029,0.0
968702,0.0
654142,0.0
707117,1.0
780020,0.0
661375,0.0
156253,0.0
606310,0.0
381244,0.0
921868,0.0
664606,0.0
841122,0.0
259695,0.0
807162,0.0
155724,1.0
682848,0.0
511789,1.0
378599,1.0
897134,0.0
796642,0.0
543155,0.0
231021,0.0
902777,0.0
233983,0.0
1017754,0.0
754547,0.0
925210,1.0
168764,0.0
856942,0.0
682012,0.0
299311,1.0
647869,0.0
533140,1.0
649079,0.0
422274,0.0
929971,0.0
520537,0.0
776572,0.0
222510,0.0
172749,0.0
738704,1.0
477761,1.0
161790,0.0
863960,1.0
313286,0.0
541979,0.0
556332,0.0
179713,0.0
645921,0.0
849384,0.0
614512,1.0
807157,0.0
877608,0.0
594059,1.0
895903,0.0
698071,0.0
413489,1.0
171987,0.0
966581,0.0
841397,0.0
217809,0.0
554565,0.0
534103,1.0
716202,1.0
447728,0.0
675298,0.0
111626,0.0
645695,1.0
223240,0.0
578621,1.0
345467,1.0
279404,0.0
287471,0.0
730486,0.0
571165,0.0
576836,0.0
764272,0.0
445527,1.0
900497,1.0
564461,0.0
506524,0.0
903330,1.0
597895,0.0
536923,0.0
149034,0.0
148435,1.0
939743,0.0
477621,1.0
444707,1.0
966152,1.0
663539,0.0
603174,0.0
156546,0.0
658586,1.0
250832,0.0
412094,0.0
965632,0.0
296010,0.0
821594,1.0
320404,0.0
467978,1.0
842518,0.0
780286,0.0
415298,0.0
342144,0.0
395587,0.0
431471,0.0
273703,0.0
346072,0.0
577233,0.0
367987,0.0
480869,0.0
232367,1.0
181642,0.0
185870,0.0
492891,0.0
339043,0.0
788031,0.0
908334,1.0
247446,1.0
487169,0.0
916113,0.0
973109,0.0
374580,0.0
377829,0.0
973873,0.0
400899,0.0
183643,1.0
316802,0.0
282972,0.0
913765,0.0
693457,0.0
980023,0.0
846995,0.0
688362,0.0
250951,0.0
882850,0.0
838173,0.0
480884,0.0
788520,1.0
206851,0.0
434086,1.0
284278,0.0
477670,0.0
857489,1.0
346339,0.0
243912,0.0
109865,0.0
628167,0.0
536920,0.0
912686,1.0
901268,0.0
424208,0.0
261905,1.0
563720,0.0
360692,0.0
206541,0.0
468086,0.0
392780,0.0
176442,0.0
388910,1.0
687698,0.0
463863,0.0
479010,0.0
166116,0.0
949955,0.0
180644,0.0
135236,0.0
754567,0.0
430975,0.0
841315,0.0
639847,0.0
866870,0.0
804517,0.0
274001,0.0
482029,0.0
431478,1.0
276348,1.0
546758,0.0
693415,0.0
235652,0.0
529472,1.0
676552,0.0
437582,1.0
831513,0.0
493446,1.0
593332,0.0
428847,1.0
758626,0.0
942162,0.0
830611,0.0
606210,0.0
502360,0.0
438012,0.0
268884,0.0
693669,1.0
978322,0.0
404869,0.0
628477,0.0
225347,0.0
457928,0.0
1023865,0.0
351416,0.0
441909,1.0
117633,0.0
887070,0.0
299199,0.0
174690,0.0
815400,1.0
265475,0.0
665842,0.0
889820,1.0
353959,0.0
811880,1.0
573188,1.0
870334,0.0
500418,1.0
186478,1.0
150112,0.0
936492,1.0
663065,0.0
283767,0.0
325099,0.0
465673,0.0
913900,0.0
